event_id,case_id,event_type,category,customer_id,merchant_id,obligation_id,obligation_type,amount_paise,amount_paid_paise,outstanding_amount_paise,currency,payment_method,bank,failure_reason,root_cause,created_at,hour_of_day,day_of_week,day_of_month,days_overdue,persona,customer_segment,customer_tenure_days,successful_payment_count,failed_payment_count_90d,previous_retry_success,previous_dunning_response,ptp_history_count,fulfilled_ptp_count,partial_payment_count,disputed_payment_count,invoice_count,subscription_count,average_days_late,days_since_last_payment,preferred_payment_hour,preferred_payment_day,channel_preference,last_contact_channel,contact_count_7d,contact_count_30d,sms_open_rate,whatsapp_read_rate,email_open_rate,voice_answer_rate,consent_sms,consent_email,consent_whatsapp,consent_voice,payment_method_changes_90d,device_change_count_30d,gateway_latency_ms,bank_status,is_international,is_anonymous_checkout,mandate_status,link_state,last_webhook_status,conversation_intent_hint,customer_message_sample,event_quality_flag
evt_syn_02057,case_syn_02057,payment.failed,Unknown/malformed error,cus_0219,mer_edu_03,obl_syn_02057,payment,1982500,0,1982500,INR,netbanking,IDFC,unknown_error,unknown_error,1786063320,0,4,7,0,P9,startup,640,13,8,0.458,method_switcher,0,0,1,0,5,3,9.8,15,13,8,PAYMENT_LINK,SMS,3,11,0.469,0.321,0.441,0.185,1,1,1,1,10,5,525,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02058,case_syn_02058,payment.failed,Unknown/malformed error,cus_0152,mer_retail_01,obl_syn_02058,payment,1743100,0,1743100,INR,netbanking,HDFC,unknown_error,unknown_error,1786059240,23,3,6,8,P6,startup,399,11,2,0.76,sms_responsive,0,0,0,0,3,1,4.5,25,20,6,SMS,PAYMENT_LINK,0,5,0.621,0.397,0.297,0.325,1,1,1,1,2,0,1049,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02059,case_syn_02059,payment.failed,Unknown/malformed error,cus_0247,mer_travel_05,obl_syn_02059,payment,228400,0,228400,INR,card,Axis,unknown_error,unknown_error,1786057800,23,3,6,3,P7,enterprise,823,13,2,0.404,whatsapp_responsive,0,0,0,0,5,5,5.5,32,16,10,WHATSAPP,PAYMENT_LINK,2,11,0.292,0.657,0.258,0.109,1,1,1,1,1,2,1239,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02060,case_syn_02060,payment.failed,Unknown/malformed error,cus_0222,mer_saas_02,obl_syn_02060,payment,1454100,0,1454100,INR,netbanking,IDFC,unknown_error,unknown_error,1786062720,0,4,7,3,P9,enterprise,196,8,9,0.344,method_switcher,0,0,2,0,2,4,7.6,9,13,20,PAYMENT_LINK,SMS,0,10,0.361,0.502,0.49,0.691,1,1,1,0,7,3,1682,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02061,case_syn_02061,payment.failed,Unknown/malformed error,cus_0397,mer_travel_05,obl_syn_02061,payment,2069800,0,2069800,USD,upi,SBI,unknown_error,unknown_error,1786055160,22,3,6,2,P2,enterprise,637,10,3,0.471,needs_salary_day,5,1,1,0,4,3,4.0,39,23,23,WHATSAPP,WHATSAPP,0,8,0.5,0.744,0.163,0.265,1,1,1,1,3,3,1437,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02062,case_syn_02062,payment.failed,Unknown/malformed error,cus_0282,mer_saas_02,obl_syn_02062,payment,930200,0,930200,INR,wallet,Axis,unknown_error,unknown_error,1786054140,22,3,6,4,P1,consumer,902,12,0,0.688,calm,0,0,1,0,5,3,2.4,17,18,7,EMAIL,SMS,1,11,0.403,0.423,0.725,0.675,1,1,1,0,0,3,519,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02063,case_syn_02063,payment.failed,Unknown/malformed error,cus_0403,mer_saas_02,obl_syn_02063,payment,1450900,0,1450900,INR,wallet,Axis,unknown_error,unknown_error,1786062120,0,4,7,2,P9,enterprise,214,5,8,0.253,method_switcher,1,0,0,0,5,3,8.8,11,19,5,PAYMENT_LINK,VOICE_CALL,3,1,0.21,0.469,0.162,0.719,1,1,1,1,4,5,1200,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02064,case_syn_02064,payment.failed,Unknown/malformed error,cus_0186,mer_travel_05,obl_syn_02064,payment,2127100,0,2127100,INR,wallet,ICICI,unknown_error,unknown_error,1786053000,21,3,6,4,P9,consumer,625,8,6,0.321,method_switcher,3,3,0,0,1,2,4.7,43,19,24,PAYMENT_LINK,VOICE_CALL,3,1,0.471,0.196,0.183,0.145,1,1,1,1,10,3,384,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02065,case_syn_02065,payment.failed,Unknown/malformed error,cus_0085,mer_travel_05,obl_syn_02065,payment,610600,0,610600,INR,netbanking,Kotak,unknown_error,unknown_error,1786060380,23,3,6,8,P7,startup,779,19,2,0.426,whatsapp_responsive,0,0,1,0,2,2,4.7,30,19,5,WHATSAPP,WHATSAPP,1,7,0.275,0.864,0.171,0.15,1,1,1,0,4,1,1062,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02066,case_syn_02066,payment.failed,Unknown/malformed error,cus_0224,mer_saas_02,obl_syn_02066,payment,892700,0,892700,INR,card,Federal,unknown_error,unknown_error,1786051380,21,3,6,8,P2,consumer,1593,23,3,0.59,needs_salary_day,5,2,0,0,1,5,3.3,75,22,8,WHATSAPP,VOICE_CALL,1,3,0.563,0.811,0.089,0.486,1,1,1,1,3,0,498,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02067,case_syn_02067,payment.failed,Unknown/malformed error,cus_0178,mer_health_04,obl_syn_02067,payment,1374400,0,1374400,INR,card,SBI,unknown_error,unknown_error,1786057260,23,3,6,3,P9,consumer,1006,21,8,0.302,method_switcher,0,0,1,0,0,3,6.4,38,13,4,PAYMENT_LINK,PAYMENT_LINK,2,3,0.484,0.526,0.348,0.222,1,1,1,0,12,3,151,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02068,case_syn_02068,payment.failed,Unknown/malformed error,cus_0013,mer_travel_05,obl_syn_02068,payment,1814600,0,1814600,INR,netbanking,Yes Bank,unknown_error,unknown_error,1786051920,21,3,6,2,P2,smb,208,12,6,0.646,needs_salary_day,4,1,2,0,6,4,5.8,42,20,12,WHATSAPP,SMS,0,4,0.403,0.706,0.548,0.617,1,1,1,1,3,2,870,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02069,case_syn_02069,payment.failed,Unknown/malformed error,cus_0240,mer_saas_02,obl_syn_02069,payment,999400,0,999400,INR,wallet,SBI,unknown_error,unknown_error,1786049580,20,3,6,6,P1,startup,2136,38,6,0.832,calm,2,0,2,2,3,1,2.2,38,19,16,EMAIL,EMAIL,0,9,0.173,0.173,0.781,0.129,1,1,1,1,1,3,1070,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02070,case_syn_02070,payment.failed,Unknown/malformed error,cus_0155,mer_retail_01,obl_syn_02070,payment,242100,0,242100,INR,netbanking,Kotak,unknown_error,unknown_error,1786046340,19,3,6,6,P9,enterprise,119,0,5,0.255,method_switcher,0,0,1,0,2,5,5.1,84,20,11,PAYMENT_LINK,VOICE_CALL,2,8,0.35,0.198,0.27,0.67,1,1,1,1,8,7,825,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02071,case_syn_02071,payment.failed,Unknown/malformed error,cus_0366,mer_saas_02,obl_syn_02071,payment,692500,0,692500,INR,netbanking,Yes Bank,unknown_error,unknown_error,1786048500,20,3,6,8,P2,smb,932,12,9,0.418,needs_salary_day,1,1,1,0,2,5,3.6,30,18,10,WHATSAPP,VOICE_CALL,2,2,0.563,0.82,0.445,0.249,1,1,1,0,0,2,225,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02072,case_syn_02072,payment.failed,Unknown/malformed error,cus_0295,mer_travel_05,obl_syn_02072,payment,186400,0,186400,INR,netbanking,IDFC,unknown_error,unknown_error,1786048080,20,3,6,8,P6,smb,214,9,2,0.775,sms_responsive,0,0,1,0,1,1,8.2,20,18,12,SMS,SMS,0,5,0.77,0.532,0.076,0.653,1,1,1,1,1,0,955,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02073,case_syn_02073,payment.failed,Unknown/malformed error,cus_0266,mer_saas_02,obl_syn_02073,payment,1856500,0,1856500,INR,upi,IDFC,unknown_error,unknown_error,1786044840,19,3,6,3,P9,enterprise,522,19,6,0.506,method_switcher,1,1,0,0,3,3,3.4,58,10,28,PAYMENT_LINK,VOICE_CALL,3,5,0.494,0.536,0.377,0.608,1,1,1,1,11,6,841,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02074,case_syn_02074,payment.failed,Unknown/malformed error,cus_0168,mer_health_04,obl_syn_02074,payment,1431600,0,1431600,INR,wallet,IDFC,unknown_error,unknown_error,1786043280,19,3,6,3,P7,consumer,121,0,2,0.433,whatsapp_responsive,1,0,2,0,2,5,5.4,65,13,15,WHATSAPP,SMS,2,11,0.55,0.74,0.135,0.106,1,1,1,1,1,1,1497,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Need invoice and payment details.,malformed
evt_syn_02075,case_syn_02075,payment.failed,Unknown/malformed error,cus_0006,mer_edu_03,obl_syn_02075,payment,1536800,0,1536800,INR,card,Yes Bank,unknown_error,unknown_error,1786048020,20,3,6,8,P9,startup,866,15,5,0.348,method_switcher,0,0,1,0,2,4,6.2,30,14,23,PAYMENT_LINK,SMS,1,10,0.27,0.16,0.486,0.142,1,1,1,1,11,3,407,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02076,case_syn_02076,payment.failed,Unknown/malformed error,cus_0412,mer_edu_03,obl_syn_02076,payment,2025600,0,2025600,INR,card,Federal,unknown_error,unknown_error,1786043340,19,3,6,2,P7,startup,814,13,3,0.47,whatsapp_responsive,2,1,2,2,6,4,6.1,79,12,28,WHATSAPP,EMAIL,2,3,0.096,0.814,0.208,0.688,1,1,1,0,2,0,402,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02077,case_syn_02077,payment.failed,Unknown/malformed error,cus_0228,mer_saas_02,obl_syn_02077,payment,1621500,0,1621500,INR,card,ICICI,unknown_error,unknown_error,1786038300,17,3,6,6,P7,smb,1023,25,3,0.596,whatsapp_responsive,0,0,2,0,1,2,4.2,22,18,24,WHATSAPP,EMAIL,3,7,0.073,0.847,0.385,0.501,1,1,1,1,2,1,333,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02078,case_syn_02078,payment.failed,Unknown/malformed error,cus_0321,mer_health_04,obl_syn_02078,payment,212700,0,212700,INR,upi,IDFC,unknown_error,unknown_error,1786044900,19,3,6,4,P6,enterprise,188,0,3,0.446,sms_responsive,2,1,1,1,1,5,4.5,17,15,23,SMS,WHATSAPP,0,6,0.768,0.434,0.226,0.382,1,1,1,1,1,1,1333,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02079,case_syn_02079,payment.failed,Unknown/malformed error,cus_0313,mer_health_04,obl_syn_02079,payment,1882000,0,1882000,INR,upi,Federal,unknown_error,unknown_error,1786045020,19,3,6,10,P3,consumer,231,3,10,0.167,avoidant,6,6,2,0,1,1,16.0,62,20,6,SMS,EMAIL,3,2,0.628,0.472,0.418,0.366,1,1,1,1,1,2,796,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02080,case_syn_02080,payment.failed,Unknown/malformed error,cus_0360,mer_travel_05,obl_syn_02080,payment,1148000,0,1148000,INR,netbanking,HDFC,unknown_error,unknown_error,1786039440,18,3,6,6,P1,consumer,1345,17,2,0.552,calm,0,0,0,0,3,1,1.9,27,19,15,EMAIL,WHATSAPP,0,5,0.478,0.154,0.9,0.399,1,1,1,1,4,3,1483,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02081,case_syn_02081,payment.failed,Unknown/malformed error,cus_0195,mer_travel_05,obl_syn_02081,payment,734200,0,734200,INR,netbanking,ICICI,unknown_error,unknown_error,1786042920,19,3,6,5,P9,smb,652,18,7,0.404,method_switcher,2,1,1,1,5,3,3.1,46,15,18,PAYMENT_LINK,PAYMENT_LINK,1,7,0.454,0.211,0.194,0.251,1,1,1,1,8,5,459,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02082,case_syn_02082,payment.failed,Unknown/malformed error,cus_0277,mer_edu_03,obl_syn_02082,payment,2164100,0,2164100,INR,card,Kotak,unknown_error,unknown_error,1786033380,16,3,6,6,P2,consumer,743,19,4,0.371,needs_salary_day,3,2,0,0,1,1,2.8,42,22,5,WHATSAPP,WHATSAPP,2,2,0.22,0.865,0.208,0.14,1,1,1,1,4,1,1419,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02083,case_syn_02083,payment.failed,Unknown/malformed error,cus_0135,mer_health_04,obl_syn_02083,payment,286300,0,286300,INR,wallet,HDFC,unknown_error,unknown_error,1786041120,18,3,6,7,P2,consumer,493,12,4,0.586,needs_salary_day,2,1,1,2,0,2,6.0,27,21,4,WHATSAPP,EMAIL,1,6,0.154,0.788,0.368,0.24,1,1,1,1,1,0,761,normal,1,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02084,case_syn_02084,payment.failed,Unknown/malformed error,cus_0049,mer_health_04,obl_syn_02084,payment,1582000,0,1582000,INR,upi,Axis,unknown_error,unknown_error,1786032240,16,3,6,10,P6,startup,683,9,0,0.508,sms_responsive,0,0,1,0,3,2,3.3,40,12,17,SMS,EMAIL,2,10,0.899,0.522,0.421,0.35,1,1,1,1,3,3,796,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02085,case_syn_02085,payment.failed,Unknown/malformed error,cus_0024,mer_health_04,obl_syn_02085,payment,775900,0,775900,INR,netbanking,ICICI,unknown_error,unknown_error,1786035660,17,3,6,9,P1,startup,585,9,0,0.85,calm,0,0,0,0,4,3,0.2,54,18,21,EMAIL,SMS,2,3,0.229,0.439,0.899,0.137,1,1,1,0,3,3,1285,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02086,case_syn_02086,payment.failed,Unknown/malformed error,cus_0328,mer_edu_03,obl_syn_02086,payment,1242500,0,1242500,INR,upi,SBI,unknown_error,unknown_error,1786038420,17,3,6,6,P1,consumer,1524,23,5,0.818,calm,1,1,2,0,5,3,0.7,67,15,5,EMAIL,EMAIL,1,4,0.553,0.538,0.658,0.33,1,1,1,0,2,0,240,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02087,case_syn_02087,payment.failed,Unknown/malformed error,cus_0225,mer_edu_03,obl_syn_02087,payment,1176300,0,1176300,INR,card,Axis,unknown_error,unknown_error,1786029480,15,3,6,4,P6,enterprise,368,9,5,0.773,sms_responsive,0,0,1,1,4,1,4.1,51,21,22,SMS,SMS,2,12,0.92,0.499,0.441,0.475,1,1,1,1,1,1,410,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,Please share the payment link again.,malformed
evt_syn_02088,case_syn_02088,payment.failed,Unknown/malformed error,cus_0309,mer_edu_03,obl_syn_02088,payment,100800,0,100800,INR,netbanking,Kotak,unknown_error,unknown_error,1786030980,15,3,6,1,P9,consumer,991,16,4,0.413,method_switcher,0,0,1,0,5,3,11.7,79,11,11,PAYMENT_LINK,VOICE_CALL,3,11,0.478,0.508,0.455,0.475,1,1,1,0,6,3,1182,normal,0,0,not_applicable,expired,malformed_payload,REQUEST_PAYMENT_LINK,I will check and pay shortly.,malformed
evt_syn_02089,case_syn_02089,communication.reply,Wrong person,cus_0289,mer_saas_02,obl_syn_02089,payment,1044500,0,1044500,INR,upi,SBI,wrong_person,unknown_error,1786029060,15,3,6,4,P5,enterprise,1779,32,3,0.316,disputes_often,1,1,0,5,20,2,16.9,25,16,19,EMAIL,WHATSAPP,2,10,0.176,0.371,0.678,0.648,1,1,1,1,4,1,1084,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02090,case_syn_02090,communication.reply,Wrong person,cus_0354,mer_health_04,obl_syn_02090,payment,1037400,0,1037400,INR,upi,Yes Bank,wrong_person,unknown_error,1786031520,15,3,6,8,P3,startup,210,3,11,0.23,avoidant,6,5,1,0,2,3,7.5,19,22,17,SMS,PAYMENT_LINK,0,8,0.831,0.321,0.094,0.66,1,1,1,1,4,1,1050,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02091,case_syn_02091,communication.reply,Wrong person,cus_0231,mer_health_04,obl_syn_02091,payment,136600,0,136600,INR,upi,Yes Bank,wrong_person,unknown_error,1786032120,16,3,6,0,P5,enterprise,890,17,9,0.08,disputes_often,2,0,0,3,21,1,5.1,68,11,21,EMAIL,VOICE_CALL,2,2,0.227,0.095,0.81,0.294,1,1,1,1,3,3,80,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Wrong number. I do not know this customer.,privacy_stop
evt_syn_02092,case_syn_02092,communication.reply,Wrong person,cus_0196,mer_edu_03,obl_syn_02092,payment,507200,0,507200,INR,upi,Yes Bank,wrong_person,unknown_error,1786032840,16,3,6,2,P5,enterprise,1761,26,5,0.239,disputes_often,5,5,2,2,24,3,4.0,21,14,7,EMAIL,WHATSAPP,2,7,0.436,0.452,0.661,0.235,1,1,1,1,0,2,1655,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02093,case_syn_02093,communication.reply,Wrong person,cus_0406,mer_edu_03,obl_syn_02093,payment,854200,0,854200,INR,card,HDFC,wrong_person,unknown_error,1786025400,14,3,6,1,P9,smb,187,9,4,0.304,method_switcher,2,0,2,0,2,5,6.2,79,15,25,PAYMENT_LINK,SMS,0,5,0.492,0.376,0.277,0.417,1,1,1,0,7,6,183,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02094,case_syn_02094,communication.reply,Wrong person,cus_0147,mer_saas_02,obl_syn_02094,payment,1076500,0,1076500,INR,upi,SBI,wrong_person,unknown_error,1786028160,14,3,6,3,P8,enterprise,719,19,10,0.46,voice_averse,0,0,1,0,6,3,9.9,59,18,22,SMS,PAYMENT_LINK,0,5,0.625,0.199,0.216,0.02,1,1,1,0,3,1,412,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Wrong number. I do not know this customer.,privacy_stop
evt_syn_02095,case_syn_02095,communication.reply,Wrong person,cus_0319,mer_saas_02,obl_syn_02095,payment,260800,0,260800,INR,card,SBI,wrong_person,unknown_error,1786020180,12,3,6,8,P5,enterprise,276,7,4,0.245,disputes_often,5,4,2,3,13,2,4.5,83,11,6,EMAIL,SMS,1,9,0.36,0.174,0.856,0.348,1,1,1,1,1,1,1106,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02096,case_syn_02096,communication.reply,Wrong person,cus_0278,mer_health_04,obl_syn_02096,payment,139400,0,139400,INR,card,SBI,wrong_person,unknown_error,1786024380,13,3,6,1,P2,smb,856,7,7,0.679,needs_salary_day,5,4,1,0,3,2,6.3,39,18,11,WHATSAPP,WHATSAPP,2,4,0.233,0.939,0.128,0.472,1,1,1,1,2,0,973,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02097,case_syn_02097,communication.reply,Wrong person,cus_0415,mer_health_04,obl_syn_02097,payment,1102300,0,1102300,INR,upi,Yes Bank,wrong_person,unknown_error,1786024980,14,3,6,1,P1,consumer,2120,33,0,0.778,calm,0,0,0,0,0,1,0.7,90,17,28,EMAIL,EMAIL,1,8,0.081,0.564,0.686,0.424,1,1,1,0,1,1,1590,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Wrong number. I do not know this customer.,privacy_stop
evt_syn_02098,case_syn_02098,communication.reply,Wrong person,cus_0198,mer_saas_02,obl_syn_02098,payment,300000,0,300000,INR,card,HDFC,wrong_person,unknown_error,1786025700,14,3,6,0,P3,consumer,698,12,7,0.255,avoidant,4,1,0,0,1,2,23.1,56,20,17,SMS,PAYMENT_LINK,0,4,0.678,0.09,0.52,0.519,1,1,1,1,1,1,1408,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Wrong number. I do not know this customer.,privacy_stop
evt_syn_02099,case_syn_02099,communication.reply,Wrong person,cus_0153,mer_travel_05,obl_syn_02099,payment,466100,0,466100,INR,card,ICICI,wrong_person,unknown_error,1786017480,11,3,6,6,P2,consumer,305,0,6,0.516,needs_salary_day,5,2,0,0,3,3,2.2,66,21,3,WHATSAPP,PAYMENT_LINK,0,5,0.425,0.833,0.078,0.265,1,1,1,1,2,3,1559,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02100,case_syn_02100,communication.reply,Wrong person,cus_0364,mer_retail_01,obl_syn_02100,payment,911100,0,911100,INR,card,IDFC,wrong_person,unknown_error,1786017720,12,3,6,4,P8,smb,948,16,4,0.402,voice_averse,0,0,1,0,1,2,7.8,64,21,5,SMS,PAYMENT_LINK,2,11,0.628,0.112,0.18,0.02,1,1,1,0,0,0,1642,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02101,case_syn_02101,communication.reply,Wrong person,cus_0133,mer_retail_01,obl_syn_02101,payment,534900,0,534900,INR,card,ICICI,wrong_person,unknown_error,1786015980,11,3,6,4,P9,consumer,1066,23,11,0.42,method_switcher,1,0,1,0,2,2,11.3,62,23,6,PAYMENT_LINK,EMAIL,2,3,0.574,0.485,0.145,0.582,1,1,1,1,12,3,87,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02102,case_syn_02102,communication.reply,Wrong person,cus_0346,mer_travel_05,obl_syn_02102,payment,860800,0,860800,INR,upi,ICICI,wrong_person,unknown_error,1786012680,10,3,6,6,P3,consumer,451,6,12,0.121,avoidant,7,7,0,2,3,3,23.0,2,22,26,SMS,PAYMENT_LINK,3,10,0.632,0.343,0.416,0.665,1,1,1,1,0,1,446,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Wrong number. I do not know this customer.,privacy_stop
evt_syn_02103,case_syn_02103,communication.reply,Wrong person,cus_0282,mer_travel_05,obl_syn_02103,payment,447200,0,447200,INR,upi,Axis,wrong_person,unknown_error,1786018680,12,3,6,1,P1,consumer,902,12,0,0.688,calm,0,0,1,0,5,3,2.4,17,18,7,EMAIL,SMS,1,11,0.403,0.423,0.725,0.675,1,1,1,0,0,3,1090,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02104,case_syn_02104,communication.reply,Wrong person,cus_0126,mer_health_04,obl_syn_02104,payment,934700,0,934700,INR,upi,Yes Bank,wrong_person,unknown_error,1786018140,12,3,6,5,P3,enterprise,144,7,8,0.401,avoidant,4,1,1,0,6,0,24.7,22,22,26,SMS,EMAIL,1,12,0.949,0.356,0.537,0.297,1,1,1,1,1,1,1705,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02105,case_syn_02105,communication.reply,Wrong person,cus_0262,mer_edu_03,obl_syn_02105,payment,629800,0,629800,INR,card,ICICI,wrong_person,unknown_error,1786016760,11,3,6,2,P6,consumer,281,10,4,0.447,sms_responsive,0,0,0,0,5,4,2.0,39,8,24,SMS,PAYMENT_LINK,0,8,0.954,0.215,0.547,0.53,1,1,1,1,1,3,1560,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02106,case_syn_02106,communication.reply,Wrong person,cus_0325,mer_saas_02,obl_syn_02106,payment,571400,0,571400,INR,upi,Yes Bank,wrong_person,unknown_error,1786017660,12,3,6,6,P8,smb,535,15,6,0.457,voice_averse,0,0,0,0,4,1,8.0,4,15,10,SMS,EMAIL,2,3,0.916,0.527,0.493,0.02,1,1,1,0,4,2,459,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02107,case_syn_02107,communication.reply,Wrong person,cus_0165,mer_travel_05,obl_syn_02107,payment,1169800,0,1169800,INR,upi,Federal,wrong_person,unknown_error,1786014300,11,3,6,0,P6,startup,1024,22,6,0.76,sms_responsive,2,2,2,0,1,3,1.2,65,21,28,SMS,SMS,1,11,0.95,0.466,0.071,0.199,1,1,1,1,4,2,312,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02108,case_syn_02108,communication.reply,Wrong person,cus_0267,mer_travel_05,obl_syn_02108,payment,769000,0,769000,INR,upi,Yes Bank,wrong_person,unknown_error,1786011420,10,3,6,3,P2,consumer,1320,22,2,0.693,needs_salary_day,3,1,2,0,0,4,2.8,26,18,12,WHATSAPP,WHATSAPP,3,2,0.094,0.859,0.492,0.335,1,1,1,1,2,2,1263,normal,1,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
evt_syn_02109,case_syn_02109,communication.reply,Wrong person,cus_0220,mer_edu_03,obl_syn_02109,payment,472000,0,472000,INR,upi,Federal,wrong_person,unknown_error,1786004940,8,3,6,4,P8,smb,524,10,6,0.34,voice_averse,2,1,2,0,6,2,11.0,63,16,12,SMS,EMAIL,1,9,0.907,0.246,0.555,0.02,1,1,1,0,1,0,273,normal,0,0,not_applicable,not_created,valid,WRONG_PERSON,Aap galat aadmi ko message kar rahe ho.,privacy_stop
